Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,49.1,6.3%,0,900228544,274680160,0.9260,1.1000,1.1000,1.1000,7454.2,5.6%
0.231,1,48.2,14.8%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.1,5.7%
0.414,1,49.1,16.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.9,5.7%
0.597,1,48.2,14.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.0,5.7%
0.779,1,48.7,12.3%,0,800244160,250000496,0.8600,1.1000,1.1000,1.1000,7451.4,5.7%
1.12,1,48.2,20.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.8,5.7%
1.262,1,48.7,10.5%,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000,7453.0,5.6%
1.445,1,47.7,14.9%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7454.3,5.6%
1.627,1,49.6,13.7%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7456.1,5.6%
1.809,1,49.1,11.7%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7457.3,5.6%
2.49,1,48.7,18.7%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7455.2,5.6%
2.282,1,48.7,12.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.9,5.6%
2.467,1,48.7,14.9%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7452.3,5.6%
2.650,1,49.6,11.1%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7450.6,5.7%
2.832,1,49.6,13.9%,0,800244160,250000496,0.8600,1.1000,1.1000,1.1000,7450.3,5.7%
3.72,1,48.7,18.7%,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000,7449.8,5.7%
3.304,1,49.1,13.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.5,5.7%
3.487,1,49.1,13.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.7,5.7%
3.670,1,48.2,12.5%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7449.5,5.7%
3.853,1,49.6,13.6%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7450.4,5.7%
4.94,1,48.2,18.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.0,5.7%
4.325,1,48.2,12.3%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7449.2,5.7%
4.508,1,49.1,13.5%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7449.5,5.7%
4.690,1,48.7,10.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7448.8,5.7%
4.873,1,49.6,17.9%,0,800191424,249987312,0.8600,1.1000,1.1000,1.1000,7449.8,5.7%
5.116,1,49.1,17.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.0,5.7%
5.346,1,49.6,13.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.2,5.7%
5.529,1,50.1,13.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7448.7,5.7%
5.712,1,49.1,11.1%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7448.6,5.7%
5.895,1,50.6,15.5%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7449.4,5.7%
6.138,1,49.1,15.6%,0,1100249984,324870112,0.8600,1.1000,1.1000,1.1000,7449.6,5.7%
6.373,1,48.7,17.2%,0,1000212864,299768544,0.8600,1.1000,1.1000,1.1000,7449.6,5.7%
6.612,1,48.7,17.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.2,5.7%
6.860,1,49.6,13.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7449.3,5.7%
7.42,1,50.1,11.3%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7448.5,5.7%
7.225,1,49.6,14.9%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7448.1,5.7%
7.408,1,50.6,12.8%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7449.2,5.7%
7.646,1,48.7,19.4%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7448.1,5.7%
7.883,1,49.6,13.2%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7448.4,5.7%
8.66,1,50.6,13.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7448.4,5.7%
8.250,1,50.6,11.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7448.1,5.7%
8.432,1,50.6,11.5%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7448.6,5.7%
8.672,1,50.1,18.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7448.1,5.7%
8.904,1,50.1,13.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7448.0,5.7%
9.87,1,50.1,13.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.5,5.6%
9.270,1,49.1,12.5%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
9.454,1,50.6,15.5%,0,800191424,250000496,0.9260,1.1000,1.1000,1.1000,7452.5,5.6%
9.688,1,50.6,16.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.4,5.6%
9.871,1,50.1,14.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.7,5.7%
10.53,1,50.6,14.7%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7451.9,5.7%
10.235,1,50.6,11.1%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7452.8,5.6%
10.468,1,49.1,19.3%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7452.2,5.6%
10.719,1,49.1,14.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
10.901,1,50.1,12.5%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
11.83,1,49.6,16.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.6,5.7%
11.266,1,50.6,11.8%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7451.8,5.7%
11.502,1,49.6,16.2%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.4,5.7%
11.740,1,51.6,11.8%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.2,5.7%
11.924,1,50.1,13.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.9,5.7%
12.106,1,50.1,13.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.0,5.7%
12.288,1,50.6,14.1%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7451.8,5.7%
12.526,1,50.6,19.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.8,5.7%
12.763,1,50.6,12.2%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7450.9,5.7%
12.945,1,50.1,14.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.5,5.7%
13.127,1,50.1,12.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.7,5.7%
13.311,1,50.6,12.7%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7450.5,5.7%
13.549,1,49.1,16.8%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.1,5.7%
13.778,1,50.6,14.3%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7450.3,5.7%
13.960,1,49.6,12.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.8,5.7%
14.142,1,50.6,12.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.7,5.7%
14.324,1,49.6,14.3%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7450.3,5.7%
14.560,1,50.6,17.8%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.4,5.7%
14.799,1,49.6,14.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.1,5.7%
14.982,1,50.1,12.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.8,5.7%
15.165,1,50.6,12.5%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7449.7,5.7%
15.347,1,50.6,13.0%,0,800244160,250000496,0.8600,1.1000,1.1000,1.1000,7449.9,5.7%
15.584,1,49.6,17.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.6,5.7%
15.820,1,50.1,12.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7451.0,5.7%
16.2,1,49.6,11.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.1,5.7%
16.185,1,50.1,12.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.1,5.7%
16.368,1,50.6,13.0%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7451.4,5.7%
16.607,1,50.1,17.8%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.8,5.7%
16.843,1,50.1,14.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.2,5.6%
17.25,1,50.1,11.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
17.208,1,50.1,13.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
17.392,1,51.1,13.7%,0,800244160,250000496,0.8600,1.1000,1.1000,1.1000,7452.0,5.7%
17.632,1,49.1,17.9%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
17.864,1,51.1,14.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
18.47,1,51.6,12.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
18.229,1,51.1,13.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.0,5.7%
18.412,1,50.1,14.8%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7452.0,5.7%
18.651,1,49.6,20.2%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.7,5.7%
18.880,1,51.1,12.3%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7451.8,5.7%
