Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,49.6,12.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7152.5,9.4%
0.604,1,53.5,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6872.4,13.0%
1.374,1,55.5,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7097.6,10.1%
2.175,1,55.0,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6919.7,12.4%
2.886,1,56.4,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6660.9,15.7%
3.614,1,56.4,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7260.0,8.1%
4.474,1,56.9,100.0%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,6894.6,12.7%
5.114,1,57.4,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6625.0,16.1%
5.666,1,58.9,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7038.2,10.9%
6.374,1,59.4,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6834.4,13.5%
7.174,1,59.9,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6933.4,12.2%
7.916,1,60.8,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7048.6,10.8%
8.684,1,60.3,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6793.3,14.0%
9.454,1,59.9,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7041.0,10.9%
10.314,1,61.8,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6829.8,13.5%
11.124,1,61.8,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7238.9,8.3%
11.814,1,61.3,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7071.3,10.5%
12.564,1,61.8,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6690.6,15.3%
13.236,1,60.3,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7112.6,9.9%
13.934,1,62.3,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6964.6,11.8%
14.674,1,62.3,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6928.5,12.3%
15.454,1,62.3,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7083.5,10.3%
16.284,1,63.3,100.0%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,6845.2,13.3%
17.114,1,63.7,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7120.7,9.8%
17.964,1,63.3,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6916.3,12.4%
18.784,1,63.7,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7021.1,11.1%
19.535,1,64.2,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6842.3,13.4%
20.215,1,62.8,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6895.4,12.7%
21.4,1,62.8,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6881.2,12.9%
21.815,1,62.8,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7179.1,9.1%
22.574,1,64.2,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6923.3,12.3%
23.395,1,65.7,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6903.1,12.6%
24.314,1,63.7,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6970.8,11.7%
25.84,1,63.7,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7026.5,11.0%
25.854,1,64.7,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7079.3,10.4%
26.644,1,64.7,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7017.9,11.1%
27.574,1,64.2,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6990.5,11.5%
