Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,47.2,23.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7448.1,5.7%
0.77,1,47.2,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.7,5.7%
0.153,1,48.2,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.6,5.7%
0.231,1,48.2,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.1,5.7%
0.308,1,48.7,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7449.8,5.7%
0.384,1,47.2,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7450.8,5.7%
0.461,1,48.7,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7449.8,5.7%
0.537,1,48.2,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.8,5.7%
0.614,1,49.6,24.2%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7449.5,5.7%
0.726,1,48.2,25.0%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7448.6,5.7%
0.839,1,48.7,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
0.916,1,48.2,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.4,5.7%
0.993,1,48.2,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.8,5.7%
1.70,1,47.7,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7445.7,5.7%
1.147,1,48.7,31.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7445.1,5.7%
1.224,1,48.2,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7445.8,5.7%
1.302,1,49.6,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7445.8,5.7%
1.379,1,48.2,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7444.9,5.7%
1.456,1,48.7,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7445.3,5.7%
1.532,1,49.1,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7446.1,5.7%
