0.054,True,54.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
106.748,True,54.5,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
182.476,True,55.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
258.255,True,55.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
333.563,True,55.0,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
408.842,True,55.5,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
484.881,True,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
563.091,True,55.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
638.736,True,55.0,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000
714.975,True,54.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
790.964,True,55.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
866.789,True,55.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
943.686,True,56.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
19.175,True,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
96.411,True,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
172.536,True,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
248.257,True,55.5,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
324.912,True,55.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
400.123,True,56.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
476.381,True,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
553.552,True,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
628.993,True,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
704.507,True,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
780.046,True,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
855.755,True,55.5,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
931.927,True,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
7.542,True,56.4,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
84.805,True,57.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
166.344,True,56.0,0,1200287104,349734368,0.9260,1.1000,1.1000,1.1000
268.805,True,56.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
344.483,True,57.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
420.996,True,56.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
