Time,USB Status,CPU Temperature,Throttle Status,CPU Frequency,Core Frequency,CPU Voltage,Memory Controller Voltage,Memory I/O Voltage,Memory Chip Voltage
14.235898000.0,1,59.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
14.330076000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
14.405702000.0,1,58.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
14.481720000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
14.559247000.0,1,59.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
14.635768000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
14.712130000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
14.788369000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
14.863699000.0,1,59.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
14.940524000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
15.23749000.0,1,60.3,0,1100249984,349734368,0.8600,1.1000,1.1000,1.1000
15.138119000.0,1,59.4,0,1200287104,349721184,0.8600,1.1000,1.1000,1.1000
15.248914000.0,1,60.3,0,1100249984,324870112,0.8600,1.1000,1.1000,1.1000
15.358992000.0,1,58.9,0,1200287104,349721184,0.8600,1.1000,1.1000,1.1000
15.469722000.0,1,59.9,0,1100249984,324870112,0.8600,1.1000,1.1000,1.1000
15.583429000.0,1,59.4,0,1200287104,349734368,0.8600,1.1000,1.1000,1.1000
15.691912000.0,1,58.9,0,1100302720,324883296,0.8600,1.1000,1.1000,1.1000
15.804493000.0,1,58.4,0,1100249984,324870112,0.8600,1.1000,1.1000,1.1000
15.922876000.0,1,58.4,0,1200287104,349721184,0.8600,1.1000,1.1000,1.1000
16.24251000.0,1,59.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.99911000.0,1,58.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.174891000.0,1,59.9,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
16.252093000.0,1,59.4,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
16.328433000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
16.403469000.0,1,59.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.479386000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.555536000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.633201000.0,1,59.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.709768000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.786273000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.862169000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
16.938128000.0,1,59.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
17.14159000.0,1,59.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
17.90040000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
17.166483000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
17.243157000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
17.319591000.0,1,60.8,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
17.396493000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
17.471657000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
17.547744000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
17.624973000.0,1,60.8,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
17.700415000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
17.776176000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
17.852001000.0,1,60.8,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
17.928147000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
18.3672000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
18.79997000.0,1,61.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
18.164489000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
18.246232000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
18.322300000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
18.398337000.0,1,60.8,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
18.473885000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
18.549200000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
18.627286000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
18.703365000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
18.778845000.0,1,60.3,0,1800404352,500000992,0.8600,1.1000,1.1000,1.1000
18.868117000.0,1,59.4,0,1100302720,324883296,0.8600,1.1000,1.1000,1.1000
18.987878000.0,1,59.9,0,1200339840,349734368,0.8600,1.1000,1.1000,1.1000
19.98862000.0,1,59.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
19.186638000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
19.263440000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
19.339517000.0,1,58.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
19.415429000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
19.491444000.0,1,60.8,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
19.567373000.0,1,60.8,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
19.644607000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
19.720229000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
19.801390000.0,1,61.3,0,1200287104,349721184,0.8600,1.1000,1.1000,1.1000
19.892251000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
19.984747000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
20.60351000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
20.136569000.0,1,59.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
20.213021000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
20.290048000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
20.365497000.0,1,60.8,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
20.441848000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
20.517409000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
20.595353000.0,1,60.8,0,1800404352,500000992,0.8600,1.1000,1.1000,1.1000
20.682765000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
20.782987000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
20.859418000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
20.934494000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
21.9777000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
21.85421000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
21.160552000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
21.236580000.0,1,61.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
21.314864000.0,1,59.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
21.390475000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
21.473611000.0,1,60.3,0,1200287104,349721184,0.8600,1.1000,1.1000,1.1000
21.579525000.0,1,60.8,0,1200287104,349721184,0.9260,1.1000,1.1000,1.1000
21.678492000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
21.755161000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
21.832321000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
21.908124000.0,1,61.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
21.984160000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
22.59943000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
22.135874000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
22.211875000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
22.288163000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
22.364417000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
22.440748000.0,1,60.3,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000
22.525749000.0,1,59.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
22.602285000.0,1,61.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
22.679727000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
22.755361000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
22.830682000.0,1,61.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
22.906702000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
22.982558000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
23.58370000.0,1,60.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
23.134107000.0,1,61.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
23.209928000.0,1,60.8,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
23.286550000.0,1,59.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
23.367677000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
23.444097000.0,1,61.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
23.519567000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
23.595996000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
23.673558000.0,1,60.8,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
23.749122000.0,1,59.9,0,1100249984,324870112,0.8600,1.1000,1.1000,1.1000
23.852975000.0,1,60.3,0,1100302720,324870112,0.8600,1.1000,1.1000,1.1000
23.967336000.0,1,59.4,0,1200287104,349721184,0.8600,1.1000,1.1000,1.1000
24.74246000.0,1,59.9,0,1100249984,324870112,0.8600,1.1000,1.1000,1.1000
24.189072000.0,1,59.9,0,1100249984,324870112,0.9260,1.1000,1.1000,1.1000
24.291765000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
24.368126000.0,1,61.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
24.443620000.0,1,61.3,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
24.519192000.0,1,60.3,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
24.594825000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
24.671799000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
24.747393000.0,1,60.8,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
24.822727000.0,1,59.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
