Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,49.1,26.7%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7469.7,5.4%
0.177,1,48.2,10.3%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7467.1,5.5%
0.354,1,48.7,14.1%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7464.3,5.5%
0.530,1,49.1,14.3%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7461.5,5.5%
0.713,1,47.7,15.3%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7460.4,5.5%
0.936,1,49.1,13.5%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7459.6,5.6%
1.113,1,48.7,14.1%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7458.5,5.6%
1.290,1,47.7,14.1%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7457.7,5.6%
1.466,1,48.7,11.8%,0,800244160,250000496,0.8500,1.1000,1.1000,1.1000,7457.5,5.6%
1.678,1,47.7,19.8%,0,900228544,274680160,0.8500,1.1000,1.1000,1.1000,7457.2,5.6%
1.913,1,49.1,18.2%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7456.8,5.6%
2.146,1,48.7,14.7%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7458.3,5.6%
2.323,1,49.6,12.9%,0,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7459.7,5.6%
2.499,1,48.7,11.6%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7461.2,5.5%
2.676,1,48.7,14.3%,0,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7462.1,5.5%
2.894,1,49.1,16.7%,0,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7463.0,5.5%
3.136,1,50.1,16.3%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7464.7,5.5%
3.359,1,49.1,13.9%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7464.2,5.5%
3.537,1,49.6,11.6%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7462.4,5.5%
3.714,1,49.1,13.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7460.8,5.5%
3.892,1,49.6,13.9%,0,900228544,274680160,0.8500,1.1000,1.1000,1.1000,7459.7,5.6%
4.105,1,49.6,19.4%,0,700154304,224964848,0.9160,1.1000,1.1000,1.1000,7457.7,5.6%
4.345,1,48.7,13.9%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7456.1,5.6%
4.522,1,49.1,11.6%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7455.7,5.6%
4.699,1,49.6,12.9%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7456.2,5.6%
4.875,1,49.6,11.8%,0,1800404352,250000496,0.8500,1.1000,1.1000,1.1000,7456.2,5.6%
