0.036,1,55.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
94.043,1,54.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
169.855,1,54.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
245.644,1,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
329.429,1,55.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
405.403,1,54.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
480.804,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
558.401,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
635.094,1,55.5,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
710.264,1,56.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
785.481,1,55.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
862.242,1,55.5,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
937.432,1,56.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
12.969,1,56.0,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
90.157,1,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
166.747,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
242.08,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
317.372,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
394.779,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
471.308,1,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
546.928,1,56.4,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000
623.907,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
700.773,1,57.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
776.678,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
852.178,1,56.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
928.103,1,56.4,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
4.599,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
80.186,1,57.9,0,1200287104,349734368,0.8600,1.1000,1.1000,1.1000
182.515,1,57.4,0,1100302720,324870112,0.8600,1.1000,1.1000,1.1000
296.636,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
374.764,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
450.65,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
526.564,1,58.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
604.248,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
680.114,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
755.705,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
831.594,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
906.997,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
983.399,1,57.4,0,1100249984,324870112,0.8600,1.1000,1.1000,1.1000
85.687,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
168.425,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
243.554,1,57.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
319.303,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
398.098,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
474.595,1,57.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
551.106,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
628.503,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
704.003,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
779.198,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
854.956,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
931.562,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
6.939,1,57.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
83.797,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
159.614,1,57.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
235.032,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
310.214,1,57.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
387.424,1,58.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
462.235,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
537.963,1,57.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
615.4,1,57.9,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
691.763,1,58.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
767.042,1,57.9,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
842.276,1,58.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
917.559,1,57.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
