Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,39.4,7.3%,0,1200287104,349721184,0.8600,1.1000,1.1000,1.1000,7470.5,5.4%
0.233,1,39.4,17.6%,0,1000265600,299755360,0.8600,1.1000,1.1000,1.1000,7467.4,5.5%
0.466,1,38.9,18.4%,0,700154304,500000992,0.9260,1.1000,1.1000,1.1000,7464.3,5.5%
0.711,1,40.4,16.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7461.4,5.5%
0.892,1,39.4,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7458.4,5.6%
1.72,1,40.4,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7455.1,5.6%
1.253,1,40.9,15.3%,0,800244160,250000496,0.8600,1.1000,1.1000,1.1000,7453.1,5.6%
1.481,1,38.9,19.6%,0,700154304,500000992,0.9260,1.1000,1.1000,1.1000,7451.6,5.7%
1.722,1,39.9,17.3%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7450.9,5.7%
1.903,1,39.9,12.7%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7451.1,5.7%
2.84,1,39.9,11.4%,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000,7450.3,5.7%
2.265,1,40.4,13.5%,0,800244160,250000496,0.8600,1.1000,1.1000,1.1000,7450.9,5.7%
2.499,1,40.4,18.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.9,5.7%
2.736,1,40.9,14.5%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7454.3,5.6%
2.917,1,39.9,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7456.2,5.6%
3.99,1,40.4,11.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7457.6,5.6%
3.281,1,40.9,10.8%,0,900228544,274680160,0.8600,1.1000,1.1000,1.1000,7458.0,5.6%
3.512,1,41.8,17.6%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7458.5,5.6%
3.745,1,39.9,13.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7458.8,5.6%
3.926,1,39.9,12.7%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7459.4,5.6%
4.107,1,40.4,15.3%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7458.7,5.6%
4.287,1,40.9,14.3%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7456.7,5.6%
4.524,1,40.9,19.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7454.5,5.6%
4.754,1,40.4,12.3%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7453.0,5.6%
4.938,1,41.8,13.9%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7452.9,5.6%
5.119,1,40.9,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.5,5.7%
5.302,1,40.9,14.1%,0,900228544,274680160,0.8600,1.1000,1.1000,1.1000,7451.2,5.7%
5.530,1,40.9,24.2%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7456.7,5.6%
5.737,1,41.8,17.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7455.0,5.6%
5.918,1,41.8,12.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.4,5.6%
6.99,1,41.3,12.2%,0,900228544,274680160,0.8600,1.1000,1.1000,1.1000,7453.9,5.6%
6.327,1,40.9,20.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.7,5.6%
6.563,1,41.8,14.5%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7453.3,5.6%
6.744,1,40.9,11.4%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.2,5.6%
6.926,1,40.9,13.9%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7453.3,5.6%
7.106,1,41.3,14.5%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7453.4,5.6%
7.340,1,40.9,19.2%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7452.7,5.6%
7.571,1,41.3,17.9%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7452.7,5.6%
7.752,1,40.9,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.0,5.6%
7.933,1,41.8,15.3%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7453.2,5.6%
8.114,1,41.3,13.0%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7453.2,5.6%
8.352,1,41.3,17.2%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7451.9,5.7%
8.576,1,41.3,12.2%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.3,5.6%
8.757,1,42.3,16.4%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.7,5.7%
8.939,1,41.8,13.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.1,5.7%
9.121,1,41.8,14.3%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7452.9,5.6%
9.361,1,41.3,17.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.6,5.7%
9.589,1,41.3,12.5%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7451.9,5.7%
9.770,1,41.3,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.7,5.7%
9.951,1,40.9,15.1%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7451.8,5.7%
10.134,1,41.8,15.0%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7451.7,5.7%
10.366,1,41.3,16.7%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7451.4,5.7%
10.546,1,41.8,12.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.3,5.7%
10.728,1,41.3,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.5,5.7%
10.909,1,41.3,15.1%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7453.2,5.6%
11.127,1,41.3,20.8%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7455.5,5.6%
11.372,1,40.9,16.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7455.9,5.6%
11.553,1,42.3,11.4%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7456.7,5.6%
11.734,1,41.8,15.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7457.0,5.6%
11.915,1,42.8,11.4%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7456.7,5.6%
12.133,1,41.8,19.4%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7456.8,5.6%
12.384,1,42.3,17.8%,0,1200287104,349734368,0.8600,1.1000,1.1000,1.1000,7457.4,5.6%
12.622,1,41.3,15.1%,0,1000265600,299755360,0.8600,1.1000,1.1000,1.1000,7458.1,5.6%
12.851,1,41.3,19.2%,0,700154304,499987808,0.9260,1.1000,1.1000,1.1000,7457.3,5.6%
13.95,1,41.8,16.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7455.7,5.6%
13.276,1,41.8,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7454.0,5.6%
13.457,1,42.8,15.1%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.0,5.6%
13.638,1,41.3,14.9%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7452.8,5.6%
13.868,1,41.3,19.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7451.2,5.7%
14.109,1,41.3,11.8%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.8,5.7%
14.291,1,41.8,12.5%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.6,5.7%
14.473,1,41.8,12.7%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.5,5.7%
14.654,1,42.3,14.5%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7450.5,5.7%
14.889,1,41.3,19.8%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7450.3,5.7%
15.122,1,42.8,15.8%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.4,5.7%
15.304,1,41.8,11.4%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7450.1,5.7%
15.485,1,41.8,13.9%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7449.9,5.7%
15.666,1,41.3,15.4%,0,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7450.1,5.7%
15.905,1,42.3,19.4%,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000,7449.6,5.7%
16.129,1,42.8,14.7%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7451.6,5.7%
16.311,1,42.3,11.4%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7452.6,5.6%
16.492,1,42.8,16.2%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.6,5.6%
