Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,37.4,11.8%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7286.3,7.7%
0.485,1,40.4,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6735.3,14.7%
1.304,1,42.3,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7086.8,10.3%
2.54,1,42.8,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6838.4,13.4%
2.834,1,44.3,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7096.7,10.1%
3.694,1,44.8,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6860.3,13.1%
4.504,1,45.2,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7254.1,8.2%
5.375,1,45.7,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6889.4,12.8%
6.154,1,46.2,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6937.0,12.2%
7.24,1,47.7,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7082.2,10.3%
7.684,1,47.7,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6823.2,13.6%
8.544,1,48.2,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7093.9,10.2%
9.434,1,48.2,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6691.6,15.3%
10.116,1,49.1,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7256.7,8.1%
10.874,1,49.6,100.0%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7001.4,11.4%
11.594,1,49.1,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7136.1,9.7%
12.475,1,50.1,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6930.7,12.3%
13.324,1,49.6,100.0%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7007.6,11.3%
14.204,1,50.1,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6901.8,12.6%
14.994,1,51.1,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7121.1,9.8%
15.805,1,51.6,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6883.8,12.8%
16.544,1,52.1,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7122.0,9.8%
17.355,1,51.1,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6896.2,12.7%
18.194,1,51.1,100.0%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,6900.5,12.6%
18.945,1,51.6,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7001.6,11.4%
19.784,1,51.6,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7036.2,10.9%
20.584,1,51.6,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6856.5,13.2%
21.444,1,52.1,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7022.6,11.1%
22.274,1,52.1,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6898.6,12.7%
23.124,1,52.5,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7041.1,10.9%
23.914,1,52.5,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6893.6,12.7%
24.754,1,52.1,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7060.3,10.6%
25.544,1,53.0,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6850.3,13.3%
26.294,1,53.0,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7110.4,10.0%
27.174,1,53.0,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6903.8,12.6%
27.974,1,53.5,100.0%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7174.6,9.2%
28.814,1,53.0,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6917.8,12.4%
29.654,1,54.5,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7219.9,8.6%
30.474,1,53.5,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6963.2,11.8%
31.324,1,54.5,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7129.1,9.7%
31.984,1,54.0,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7008.9,11.3%
32.624,1,54.0,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6810.2,13.8%
33.344,1,54.5,100.0%,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000,7072.8,10.5%
34.184,1,53.5,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,6843.0,13.4%
34.954,1,54.5,100.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7065.5,10.5%
35.704,1,54.5,100.0%,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000,6891.6,12.7%
36.534,1,54.5,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,6970.4,11.7%
37.327,1,55.5,100.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7147.7,9.5%
