Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,47.2,12.5%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7167.9,9.2%
0.713,1,50.1,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6655.8,15.7%
1.523,1,51.1,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7219.1,8.6%
2.293,1,53.5,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6930.3,12.3%
3.113,1,54.0,100.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7218.6,8.6%
3.943,1,54.0,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6783.9,14.1%
4.603,1,56.0,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7343.2,7.0%
5.445,1,56.4,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6784.4,14.1%
6.273,1,56.0,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6907.5,12.5%
6.884,1,57.4,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7223.8,8.5%
7.568,1,56.9,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6993.3,11.5%
8.433,1,57.9,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6542.5,17.2%
9.173,1,57.9,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7172.7,9.2%
9.904,1,58.4,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6633.9,16.0%
10.755,1,59.4,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7158.9,9.4%
11.634,1,59.9,100.0%,0,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,6840.3,13.4%
12.473,1,59.4,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7242.1,8.3%
13.275,1,59.4,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6879.4,12.9%
13.913,1,60.3,100.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,6988.6,11.5%
14.693,1,59.9,100.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7007.1,11.3%
15.553,1,60.3,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7004.1,11.3%
16.411,1,61.8,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7012.5,11.2%
17.263,1,61.3,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7044.4,10.8%
18.63,1,60.8,100.0%,0,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7077.1,10.4%
18.943,1,61.3,100.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7030.9,11.0%
19.843,1,61.8,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7073.8,10.4%
20.653,1,60.8,100.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7084.6,10.3%
21.493,1,61.8,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6850.0,13.3%
