Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,46.7,15.5%,50000,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7462.2,5.5%
0.181,1,47.7,12.5%,50000,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7459.8,5.6%
0.362,1,48.2,11.4%,50000,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7457.1,5.6%
0.542,1,47.7,13.7%,50000,1800457088,500000992,0.8600,1.1000,1.1000,1.1000,7455.4,5.6%
0.739,1,48.2,16.3%,50000,1100302720,324883296,0.8600,1.1000,1.1000,1.1000,7455.5,5.6%
0.978,1,46.7,14.8%,50000,1000265600,299768544,0.8600,1.1000,1.1000,1.1000,7455.6,5.6%
1.208,1,48.2,18.3%,50000,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7455.4,5.6%
1.456,1,47.2,15.0%,50000,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7454.8,5.6%
1.638,1,47.7,12.5%,50000,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7454.6,5.6%
1.820,1,47.2,11.3%,50000,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7454.3,5.6%
2.2,1,46.7,14.5%,50000,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7454.9,5.6%
2.236,1,47.7,17.3%,50000,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7454.5,5.6%
2.482,1,46.7,13.2%,50000,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7454.2,5.6%
2.663,1,48.2,12.5%,50000,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.6,5.6%
2.844,1,47.7,16.2%,50000,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7454.2,5.6%
3.25,1,47.2,13.2%,50000,800191424,250000496,0.8600,1.1000,1.1000,1.1000,7454.1,5.6%
3.260,1,47.7,20.2%,50000,1800404352,499987808,0.9260,1.1000,1.1000,1.1000,7453.7,5.6%
3.492,1,47.2,12.3%,50000,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.4,5.6%
3.673,1,48.7,12.5%,50000,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.5,5.6%
3.854,1,48.2,12.7%,50000,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7453.2,5.6%
