0.035,1,54.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
103.691,1,54.5,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
180.682,1,55.5,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
256.017,1,55.5,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
333.234,1,56.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
408.676,1,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
484.166,1,55.5,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
560.028,1,56.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
637.265,1,56.0,0,1100249984,324870112,0.8600,1.1000,1.1000,1.1000
731.78,1,55.5,0,1200287104,349734368,0.8600,1.1000,1.1000,1.1000
843.062,1,55.5,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000
930.972,1,55.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
6.581,1,56.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
82.14,1,55.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
159.726,1,56.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
235.512,1,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
310.551,1,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
385.873,1,56.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
461.969,1,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
537.314,1,56.0,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
615.013,1,56.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
691.022,1,56.9,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000
766.865,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
842.059,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
917.599,1,56.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
993.686,1,56.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
69.776,1,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
147.247,1,56.0,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
222.718,1,56.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
298.934,1,56.9,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000
374.559,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
449.764,1,57.4,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000
526.437,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
602.769,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
680.315,1,56.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
755.66,1,56.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
830.63,1,57.9,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
906.098,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
982.432,1,56.9,0,1100302720,324870112,0.8600,1.1000,1.1000,1.1000
88.629,1,56.0,0,1100302720,324870112,0.8600,1.1000,1.1000,1.1000
205.043,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
280.98,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
356.599,1,56.9,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
432.642,1,57.4,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000
507.999,1,57.4,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000
