Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,41.3,5.6%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7480.9,5.3%
0.234,1,40.9,13.8%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7477.7,5.3%
0.478,1,41.8,16.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7475.7,5.4%
0.704,1,42.8,13.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7473.7,5.4%
0.884,1,42.3,12.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7471.6,5.4%
1.64,1,42.3,11.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7469.4,5.4%
1.245,1,42.3,11.1%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7467.9,5.4%
1.476,1,41.8,17.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7465.3,5.5%
1.721,1,43.3,12.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7463.4,5.5%
1.900,1,42.8,13.9%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7462.2,5.5%
2.80,1,42.3,12.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7461.0,5.5%
2.261,1,43.3,13.5%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7461.2,5.5%
2.490,1,42.3,20.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7461.2,5.5%
2.727,1,42.8,15.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7460.9,5.5%
2.907,1,42.8,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7460.4,5.5%
3.87,1,43.3,13.9%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7460.3,5.5%
3.267,1,43.8,15.8%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7460.8,5.5%
3.497,1,41.8,18.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7460.6,5.5%
3.742,1,42.3,13.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7460.4,5.5%
3.921,1,42.8,12.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7460.4,5.5%
4.101,1,43.3,12.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7460.3,5.5%
4.281,1,42.8,15.8%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7460.4,5.5%
4.511,1,43.3,19.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7460.2,5.5%
4.759,1,42.3,14.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7459.9,5.6%
4.939,1,42.3,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7461.1,5.5%
5.120,1,43.3,10.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7462.3,5.5%
5.300,1,43.8,12.3%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7462.2,5.5%
5.531,1,41.8,19.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7463.4,5.5%
5.779,1,42.3,13.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7464.3,5.5%
5.958,1,42.8,12.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7464.6,5.5%
6.138,1,43.8,12.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7464.6,5.5%
6.318,1,42.8,14.7%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7464.6,5.5%
6.549,1,43.3,16.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7464.7,5.5%
6.786,1,44.3,10.8%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7465.0,5.5%
6.967,1,42.8,12.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7465.5,5.5%
7.147,1,43.3,14.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7466.7,5.5%
