Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,44.3,25.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7482.3,5.3%
0.76,1,44.3,25.0%,0,1800404352,499987808,0.9260,1.1000,1.1000,1.1000,7479.5,5.3%
0.152,1,45.7,35.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7476.7,5.3%
0.229,1,44.8,27.6%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7474.0,5.4%
0.307,1,44.3,29.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7470.9,5.4%
0.384,1,44.8,29.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7468.5,5.4%
0.460,1,43.3,29.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7465.7,5.5%
0.537,1,44.3,27.6%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7462.5,5.5%
0.613,1,44.3,29.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7460.4,5.5%
0.690,1,45.2,32.3%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7459.8,5.6%
0.766,1,45.2,33.3%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7459.1,5.6%
0.841,1,44.8,30.0%,0,1800457088,499987808,0.9260,1.1000,1.1000,1.1000,7458.5,5.6%
0.918,1,44.8,29.0%,0,1800457088,500000992,0.9260,1.1000,1.1000,1.1000,7457.5,5.6%
0.995,1,45.2,29.0%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7457.5,5.6%
1.73,1,44.3,24.1%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7456.8,5.6%
1.150,1,45.7,24.1%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7456.4,5.6%
1.226,1,45.2,27.6%,0,1800404352,500000992,0.9260,1.1000,1.1000,1.1000,7455.3,5.6%
1.308,1,45.7,27.0%,0,1200287104,349708000,0.8600,1.1000,1.1000,1.1000,7455.3,5.6%
