Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,43.3,6.7%,50000,900228544,274680160,0.8500,1.1000,1.1000,1.1000,7468.2,5.4%
0.237,1,42.8,15.9%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7467.1,5.5%
0.419,1,42.3,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7466.2,5.5%
0.601,1,42.3,14.9%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7465.1,5.5%
0.784,1,43.8,14.9%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7464.5,5.5%
1.8,1,42.3,17.3%,50000,700154304,224964848,0.9160,1.1000,1.1000,1.1000,7462.8,5.5%
1.255,1,43.8,16.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7461.5,5.5%
1.437,1,43.8,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7460.5,5.5%
1.620,1,44.3,11.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7458.9,5.6%
1.802,1,43.8,15.6%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7459.0,5.6%
2.34,1,43.3,18.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7459.0,5.6%
2.282,1,43.3,14.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7458.6,5.6%
2.464,1,43.8,12.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7458.5,5.6%
2.647,1,43.3,11.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7458.6,5.6%
2.830,1,43.3,14.8%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7458.9,5.6%
3.72,1,43.8,18.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7458.0,5.6%
3.305,1,43.3,14.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7458.4,5.6%
3.488,1,44.3,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7457.9,5.6%
3.670,1,43.8,11.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7458.2,5.6%
3.852,1,44.8,14.6%,50000,800244160,250000496,0.8500,1.1000,1.1000,1.1000,7457.8,5.6%
4.85,1,43.3,14.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7457.7,5.6%
4.268,1,43.8,14.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7457.5,5.6%
4.450,1,43.8,11.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7457.3,5.6%
4.633,1,43.3,13.5%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7458.1,5.6%
4.855,1,44.8,16.2%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7457.8,5.6%
5.108,1,42.8,16.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7457.4,5.6%
5.332,1,43.8,14.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7456.9,5.6%
5.515,1,44.3,13.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7456.7,5.6%
5.697,1,44.3,11.1%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7456.9,5.6%
5.879,1,44.3,15.0%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7456.7,5.6%
6.120,1,42.8,18.9%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7457.0,5.6%
6.345,1,43.3,15.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7456.5,5.6%
6.528,1,45.2,13.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7456.6,5.6%
6.711,1,44.3,12.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7456.4,5.6%
6.893,1,43.3,15.7%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7457.2,5.6%
7.135,1,42.8,16.0%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7456.6,5.6%
7.376,1,43.3,13.6%,50000,1000212864,299768544,0.8500,1.1000,1.1000,1.1000,7456.3,5.6%
7.612,1,43.8,16.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7456.1,5.6%
7.862,1,43.8,14.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7455.9,5.6%
8.45,1,44.3,12.5%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7455.9,5.6%
8.227,1,43.3,9.9%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7455.9,5.6%
8.410,1,44.8,14.8%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7455.9,5.6%
8.652,1,43.8,17.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7455.5,5.6%
8.881,1,44.8,14.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7455.3,5.6%
9.65,1,44.8,12.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7455.5,5.6%
9.247,1,43.8,11.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7455.2,5.6%
9.429,1,43.8,13.9%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7454.9,5.6%
9.670,1,43.8,18.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7455.3,5.6%
9.898,1,44.3,13.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7454.9,5.6%
10.81,1,44.3,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7454.4,5.6%
10.266,1,43.8,11.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7454.4,5.6%
10.448,1,44.3,12.8%,50000,800244160,250000496,0.8500,1.1000,1.1000,1.1000,7454.6,5.6%
10.687,1,43.3,17.9%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7454.6,5.6%
10.922,1,43.8,14.5%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7454.0,5.6%
11.105,1,44.8,13.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7454.0,5.6%
11.288,1,44.3,13.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7454.7,5.6%
11.470,1,43.8,10.4%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7454.0,5.6%
11.711,1,44.3,18.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7453.7,5.6%
11.946,1,44.3,12.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7453.8,5.6%
12.128,1,43.8,12.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7453.7,5.6%
12.311,1,43.8,12.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7453.7,5.6%
12.493,1,44.8,14.6%,50000,800191424,249987312,0.8500,1.1000,1.1000,1.1000,7453.8,5.6%
12.727,1,44.3,14.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7453.8,5.6%
12.909,1,44.3,12.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7453.4,5.6%
13.91,1,43.8,14.9%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7453.1,5.6%
13.275,1,44.8,13.5%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7453.5,5.6%
13.500,1,43.8,18.1%,50000,700154304,500000992,0.9160,1.1000,1.1000,1.1000,7452.6,5.6%
13.747,1,44.8,15.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7453.0,5.6%
13.930,1,44.3,12.5%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7453.1,5.6%
14.112,1,44.8,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7453.0,5.6%
14.294,1,45.2,13.3%,50000,800244160,250000496,0.8500,1.1000,1.1000,1.1000,7452.8,5.6%
14.528,1,43.8,19.8%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7452.3,5.6%
14.775,1,45.2,14.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7452.4,5.6%
14.958,1,44.3,13.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7452.4,5.6%
15.141,1,44.3,12.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7452.3,5.6%
15.323,1,43.8,15.9%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7452.4,5.6%
15.565,1,44.3,17.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7452.1,5.7%
15.791,1,43.3,14.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7452.1,5.7%
15.974,1,44.3,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7451.8,5.7%
16.156,1,44.3,14.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7452.1,5.7%
16.338,1,44.3,12.7%,50000,800191424,249987312,0.8500,1.1000,1.1000,1.1000,7451.4,5.7%
16.577,1,43.3,17.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7451.8,5.7%
16.813,1,44.8,12.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7451.3,5.7%
16.996,1,44.8,11.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.8,5.7%
17.178,1,44.8,11.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7451.9,5.7%
17.361,1,45.2,15.9%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7451.0,5.7%
17.596,1,45.7,14.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.9,5.7%
17.778,1,45.2,13.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7451.2,5.7%
17.961,1,43.8,12.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7450.4,5.7%
18.144,1,44.8,13.5%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7451.1,5.7%
18.368,1,43.8,16.5%,50000,700154304,500000992,0.9160,1.1000,1.1000,1.1000,7450.9,5.7%
18.617,1,45.2,15.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.2,5.7%
18.800,1,44.8,10.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.3,5.7%
18.982,1,44.3,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.3,5.7%
19.165,1,44.3,13.3%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7450.6,5.7%
19.397,1,44.8,17.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.7,5.7%
19.645,1,43.8,14.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.8,5.7%
19.827,1,44.3,11.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.1,5.7%
20.9,1,44.8,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.8,5.7%
20.192,1,43.8,15.9%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7449.6,5.7%
20.425,1,44.8,15.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.3,5.7%
20.608,1,45.2,14.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.2,5.7%
20.792,1,44.8,16.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.2,5.7%
20.975,1,44.8,11.1%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7449.9,5.7%
21.201,1,44.3,17.9%,50000,700154304,500000992,0.9160,1.1000,1.1000,1.1000,7449.2,5.7%
21.448,1,44.8,13.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.9,5.7%
21.631,1,45.2,11.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.9,5.7%
21.813,1,44.3,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.5,5.7%
21.996,1,45.2,14.5%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7449.0,5.7%
22.228,1,44.8,19.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.9,5.7%
22.476,1,44.3,14.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.0,5.7%
22.658,1,44.8,11.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.3,5.7%
22.841,1,45.2,14.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.2,5.7%
23.24,1,44.8,15.1%,50000,800191424,250000496,0.9160,1.1000,1.1000,1.1000,7448.4,5.7%
23.259,1,44.8,15.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.2,5.7%
23.442,1,45.2,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.0,5.7%
23.626,1,45.2,12.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.5,5.7%
23.808,1,44.3,13.5%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7447.9,5.7%
24.42,1,43.8,19.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.9,5.7%
24.291,1,44.3,12.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7448.0,5.7%
24.473,1,44.8,13.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.7,5.7%
24.656,1,45.2,13.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.5,5.7%
24.839,1,45.2,12.7%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7448.3,5.7%
25.80,1,44.8,18.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.8,5.7%
25.309,1,44.8,12.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.4,5.7%
25.492,1,44.8,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.4,5.7%
25.674,1,44.8,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.4,5.7%
25.856,1,44.3,13.9%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7448.4,5.7%
26.95,1,44.8,20.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.1,5.7%
26.332,1,45.2,12.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
26.514,1,45.2,12.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.2,5.7%
26.697,1,44.8,11.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
26.880,1,43.8,13.7%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7447.6,5.7%
27.124,1,44.3,19.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.2,5.7%
27.356,1,44.3,11.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.9,5.7%
27.538,1,44.3,11.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.7,5.7%
27.721,1,44.8,11.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.4,5.7%
27.904,1,45.7,16.7%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7446.9,5.7%
28.138,1,44.8,14.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.6,5.7%
28.321,1,44.8,12.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
28.505,1,45.7,12.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.6,5.7%
28.688,1,45.2,15.6%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7447.3,5.7%
28.919,1,44.8,18.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
29.169,1,44.8,11.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.6,5.7%
29.352,1,44.3,14.9%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
29.534,1,44.8,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.5,5.7%
29.717,1,45.2,12.8%,50000,800191424,249987312,0.8500,1.1000,1.1000,1.1000,7447.4,5.7%
29.959,1,44.3,16.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.9,5.7%
30.188,1,45.2,14.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.7,5.7%
30.371,1,45.7,12.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.4,5.7%
30.554,1,45.2,12.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.2,5.7%
30.737,1,44.8,16.0%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7446.8,5.7%
30.974,1,44.3,19.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.2,5.7%
31.206,1,43.8,12.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.6,5.7%
31.388,1,45.2,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.6,5.7%
31.571,1,45.2,12.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.2,5.7%
31.754,1,45.2,14.6%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7446.9,5.7%
31.996,1,44.3,19.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.3,5.7%
32.226,1,44.8,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.9,5.7%
32.409,1,44.3,11.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.6,5.7%
32.591,1,45.2,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.3,5.7%
32.773,1,45.7,13.6%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7446.7,5.7%
33.16,1,44.8,18.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.5,5.7%
33.241,1,44.8,13.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.2,5.7%
33.424,1,44.8,14.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.5,5.7%
33.607,1,45.7,12.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.3,5.7%
33.789,1,45.2,13.7%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7446.6,5.7%
34.30,1,43.3,17.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.6,5.7%
34.258,1,44.8,13.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.7,5.7%
34.440,1,45.7,12.5%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.5,5.7%
34.622,1,45.7,13.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.5,5.7%
34.805,1,45.7,13.0%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7446.8,5.7%
35.42,1,44.8,19.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7446.3,5.7%
35.282,1,44.3,13.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.3,5.7%
35.464,1,44.3,12.5%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7446.6,5.7%
35.647,1,44.3,11.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.5,5.7%
35.829,1,44.8,15.0%,50000,800191424,250000496,0.8500,1.1000,1.1000,1.1000,7446.9,5.7%
36.71,1,44.3,19.8%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7446.4,5.7%
