Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,46.2,35.7%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7470.1,5.4%
0.78,1,46.7,26.7%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7468.3,5.4%
0.154,1,46.2,29.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7465.6,5.5%
0.231,1,46.7,32.3%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7463.6,5.5%
0.308,1,47.7,26.7%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7461.2,5.5%
0.385,1,48.2,32.4%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7459.3,5.6%
0.467,1,47.7,24.1%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7456.7,5.6%
0.544,1,46.7,30.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7455.8,5.6%
0.621,1,48.2,29.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7455.5,5.6%
0.700,1,47.7,24.1%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7454.1,5.6%
0.776,1,48.2,32.3%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7452.2,5.6%
0.853,1,47.7,30.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.3,5.7%
0.930,1,47.2,26.7%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7449.8,5.7%
1.7,1,47.7,26.7%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7450.1,5.7%
1.85,1,48.7,33.3%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.5,5.7%
1.163,1,48.7,29.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7449.6,5.7%
1.240,1,48.7,27.6%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.8,5.7%
1.317,1,47.2,28.9%,0,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7449.5,5.7%
1.438,1,48.2,75.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7343.1,7.0%
1.662,1,49.6,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7269.6,8.0%
1.803,1,51.1,100.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7195.5,8.9%
1.973,1,50.1,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7047.1,10.8%
2.232,1,51.1,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6927.8,12.3%
2.441,1,50.6,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6775.4,14.2%
2.682,1,50.6,100.0%,0,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,6957.5,11.9%
2.833,1,51.6,100.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,6877.1,12.9%
2.972,1,51.6,100.0%,0,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,6871.4,13.0%
