Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (Mb)
18.95,1,54.5,34.4%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7451.1,5.7
18.173,1,55.5,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
18.250,1,55.0,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
18.328,1,55.5,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
18.405,1,55.0,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
18.482,1,54.5,28.9%,50000,1000265600,299755360,0.8500,1.1000,1.1000,1.1000,7898.4,7449.8,5.7
18.600,1,54.5,24.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
18.678,1,55.5,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.0,5.7
18.755,1,56.0,31.2%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
18.833,1,55.5,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
18.910,1,55.5,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
18.988,1,55.5,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
19.66,1,54.5,26.7%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
19.143,1,55.5,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
19.220,1,55.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
19.301,1,55.0,24.3%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
19.411,1,55.0,28.9%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.4,5.7
19.488,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
19.565,1,56.0,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.1,5.7
19.643,1,56.0,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
19.721,1,55.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.9,5.7
19.798,1,55.5,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
19.877,1,56.0,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
19.954,1,55.0,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.3,5.6
20.32,1,55.5,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.5,5.6
20.114,1,56.0,27.5%,50000,1000265600,299768544,0.9160,1.1000,1.1000,1.1000,7898.4,7453.0,5.6
20.227,1,55.5,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.0,5.6
20.304,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.2,5.6
20.382,1,54.5,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.3,5.6
20.459,1,56.0,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
20.536,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.4,5.6
20.614,1,56.0,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.8,5.6
20.692,1,56.0,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.9,5.6
20.769,1,55.5,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.9,5.6
20.846,1,56.0,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.4,5.6
20.934,1,55.5,24.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
21.44,1,56.0,34.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
21.121,1,55.5,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.9,5.6
21.198,1,55.5,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.0,5.6
21.276,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.4,5.6
21.354,1,55.5,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.3,5.6
21.432,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.3,5.6
21.510,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.8,5.6
21.587,1,55.0,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.9,5.6
21.665,1,55.0,35.3%,50000,1800457088,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7457.0,5.6
21.760,1,54.0,32.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.6,5.6
21.860,1,55.0,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
21.939,1,55.0,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
22.17,1,56.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
22.93,1,55.5,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
22.170,1,55.5,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.5,5.6
22.247,1,55.5,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.3,5.6
22.326,1,54.5,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7458.0,5.6
22.404,1,55.5,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.4,5.6
22.482,1,56.0,34.3%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
22.583,1,56.0,27.3%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7455.4,5.6
22.694,1,55.0,28.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.5,5.6
22.780,1,55.0,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.8,5.6
22.857,1,55.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.2,5.6
22.935,1,55.5,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.6,5.6
23.13,1,54.5,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.1,5.6
23.91,1,55.0,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.2,5.6
23.169,1,56.9,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.1,5.6
23.246,1,55.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.2,5.7
23.324,1,55.5,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.3,5.7
23.402,1,56.4,30.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
23.480,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.7,5.7
23.558,1,56.4,25.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.5,5.7
23.635,1,56.0,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
23.713,1,55.5,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.1,5.7
23.790,1,55.0,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
23.868,1,55.0,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.3,5.7
23.945,1,55.5,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.7,5.7
24.23,1,56.0,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.7,5.7
24.100,1,56.0,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
24.179,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
24.256,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.7,5.7
24.334,1,55.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.3,5.6
24.411,1,56.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.2,5.6
24.489,1,56.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.0,5.6
24.567,1,56.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.0,5.7
24.645,1,56.4,33.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7450.7,5.7
24.723,1,56.9,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
24.801,1,56.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.9,5.7
24.878,1,55.0,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
24.955,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
25.34,1,56.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
25.111,1,55.5,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
25.189,1,56.9,35.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
25.268,1,56.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
25.346,1,56.0,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
25.423,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.5,5.7
25.501,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
25.578,1,55.5,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
25.656,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
25.734,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.9,5.7
25.811,1,55.5,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
25.889,1,56.0,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
25.967,1,55.5,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
26.44,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.6,5.7
26.122,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.2,5.7
26.200,1,56.0,29.0%,50000,1800457088,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7445.8,5.7
26.290,1,55.0,23.7%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
26.403,1,55.5,25.5%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.4,5.7
26.500,1,55.5,25.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.4,5.7
26.578,1,55.5,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.5,5.7
26.655,1,55.5,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.9,5.7
26.733,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.0,5.7
26.812,1,56.4,25.8%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
26.889,1,56.9,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.6,5.7
26.967,1,56.0,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.9,5.7
27.44,1,55.5,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
27.122,1,55.5,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
27.199,1,56.0,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.6,5.7
27.277,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.7,5.7
27.354,1,56.0,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.1,5.8
27.431,1,55.5,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
27.508,1,55.0,30.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.3,5.7
27.586,1,56.4,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
27.664,1,55.5,30.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.5,5.7
27.742,1,56.4,30.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7443.9,5.8
27.819,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.3,5.7
27.897,1,56.0,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7443.9,5.8
27.974,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.5,5.7
28.51,1,56.9,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.3,5.7
28.128,1,56.0,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.0,5.7
28.206,1,56.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.0,5.7
28.283,1,55.0,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
28.361,1,55.5,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.7,5.7
28.438,1,56.0,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
28.517,1,56.0,29.0%,50000,1800457088,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7445.1,5.7
28.614,1,55.0,22.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.4,5.7
28.715,1,55.5,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.2,5.7
28.791,1,56.4,30.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.3,5.7
28.868,1,56.0,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.2,5.7
28.946,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
29.24,1,56.0,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.0,5.7
29.101,1,55.5,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.0,5.7
29.178,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.3,5.7
29.256,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
29.333,1,55.5,30.0%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7446.9,5.7
29.411,1,56.9,23.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.4,5.7
29.489,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7446.0,5.7
29.566,1,56.0,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.7,5.7
29.644,1,56.9,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.2,5.7
29.722,1,55.5,32.4%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7445.0,5.7
29.800,1,56.0,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
29.878,1,56.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.0,5.8
29.955,1,56.4,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.0,5.8
30.32,1,55.5,29.0%,50000,1800404352,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7444.5,5.7
30.121,1,56.0,30.0%,50000,1100302720,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
30.232,1,54.5,24.4%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.0,5.8
30.329,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
30.407,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.2,5.8
30.485,1,55.5,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.6,5.7
30.564,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
30.641,1,56.0,31.2%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7444.8,5.7
30.718,1,55.5,29.0%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
30.795,1,56.0,32.3%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7444.3,5.7
30.873,1,55.5,30.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.4,5.7
30.952,1,55.5,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.7,5.7
31.30,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7444.7,5.7
31.107,1,55.5,26.7%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7444.9,5.7
31.185,1,55.5,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.6,5.7
31.263,1,55.5,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
31.340,1,56.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.5,5.7
31.417,1,56.0,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.2,5.7
31.494,1,56.0,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.4,5.7
31.571,1,56.4,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.1,5.7
31.649,1,56.4,33.3%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
31.743,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
31.840,1,55.0,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.6,5.7
31.917,1,55.5,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.3,5.6
31.996,1,56.0,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.7,5.6
32.74,1,56.9,31.2%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7898.4,7452.4,5.6
32.151,1,57.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.4,5.6
32.228,1,55.5,25.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.1,5.6
32.305,1,56.0,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
32.382,1,56.4,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.8,5.6
32.460,1,56.9,24.1%,50000,1000212864,299768544,0.8500,1.1000,1.1000,1.1000,7898.4,7455.8,5.6
32.564,1,56.0,27.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.6,5.6
32.658,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.3,5.6
32.736,1,55.5,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.5,5.6
32.814,1,55.5,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.6,5.6
32.891,1,56.0,30.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.7,5.6
32.969,1,56.4,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.8,5.7
33.46,1,56.4,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.8,5.7
33.124,1,56.0,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.1,5.7
33.202,1,56.9,30.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.3,5.7
33.279,1,56.4,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.6,5.7
33.356,1,56.4,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.0,5.7
33.434,1,56.0,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.6,5.7
33.511,1,56.4,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.1,5.7
33.589,1,56.0,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.8,5.7
33.667,1,56.0,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.0,5.7
33.744,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7452.7,5.6
33.822,1,55.5,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7454.3,5.6
33.900,1,56.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.9,5.6
33.977,1,56.4,29.0%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7455.6,5.6
34.74,1,55.5,32.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.1,5.6
34.167,1,56.4,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.0,5.6
34.244,1,56.0,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7456.0,5.6
34.322,1,56.0,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.6,5.6
34.400,1,56.4,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.1,5.6
34.477,1,56.9,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7459.6,5.6
34.554,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7457.6,5.6
34.632,1,56.9,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7455.3,5.6
34.710,1,56.4,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7453.7,5.6
34.787,1,56.0,32.4%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7452.9,5.6
34.889,1,56.4,26.7%,50000,1100302720,324883296,0.8500,1.1000,1.1000,1.1000,7898.4,7453.0,5.6
35.6,1,55.5,35.3%,50000,1100249984,324870112,0.8500,1.1000,1.1000,1.1000,7898.4,7452.3,5.6
35.123,1,56.0,28.9%,50000,1200287104,349721184,0.8500,1.1000,1.1000,1.1000,7898.4,7452.5,5.6
35.230,1,55.5,28.6%,50000,1200287104,349734368,0.8500,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
35.340,1,55.0,22.0%,50000,1100249984,324870112,0.9160,1.1000,1.1000,1.1000,7898.4,7452.2,5.6
35.445,1,56.0,34.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7451.2,5.7
35.524,1,55.5,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7450.6,5.7
35.601,1,56.4,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.6,5.7
35.679,1,55.5,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7449.2,5.7
35.756,1,55.5,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.5,5.7
35.834,1,56.4,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
35.911,1,56.0,33.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
35.989,1,55.5,31.2%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.2,5.7
36.67,1,55.5,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7448.4,5.7
36.146,1,56.0,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
36.224,1,57.4,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.3,5.7
36.301,1,56.4,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.2,5.7
36.379,1,55.5,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7898.4,7447.8,5.7
