Time (s),USB Status,CPU Temperature ('C),CPU Utilization (%),Throttle Status,CPU Frequency (hz),Core Frequency (hz),CPU Voltage (V),Memory Controller Voltage (V),Memory I/O Voltage (V),Memory Chip Voltage (V),Memory Free (Mb),Memory Free Percent (%)
0.0,1,47.7,25.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.3,5.7%
0.77,1,48.2,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.1,5.7%
0.154,1,48.7,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.8,5.7%
0.232,1,47.7,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
0.309,1,48.2,32.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
0.386,1,48.7,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.1,5.7%
0.463,1,47.7,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7446.8,5.7%
0.541,1,49.1,31.2%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.4,5.7%
0.618,1,49.1,29.0%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.6,5.7%
0.695,1,48.7,27.6%,50000,1800457088,499987808,0.9160,1.1000,1.1000,1.1000,7447.0,5.7%
0.772,1,48.2,33.3%,50000,1800404352,499987808,0.9160,1.1000,1.1000,1.1000,7447.1,5.7%
0.851,1,48.2,30.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.5,5.7%
0.929,1,49.1,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7451.4,5.7%
1.5,1,49.1,27.6%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7453.3,5.6%
1.81,1,48.7,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7455.3,5.6%
1.159,1,50.1,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7455.4,5.6%
1.237,1,49.6,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7454.2,5.6%
1.313,1,49.1,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7453.6,5.6%
1.390,1,49.1,29.7%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7453.2,5.6%
1.507,1,49.6,28.3%,50000,1100249984,324883296,0.8500,1.1000,1.1000,1.1000,7452.6,5.6%
1.622,1,49.6,29.8%,50000,1100249984,499987808,0.9160,1.1000,1.1000,1.1000,7451.9,5.7%
1.724,1,49.1,25.8%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7451.4,5.7%
1.801,1,50.6,26.7%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.9,5.7%
1.879,1,49.6,24.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7449.2,5.7%
1.956,1,48.7,24.1%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7448.1,5.7%
2.33,1,50.6,31.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.9,5.7%
2.111,1,50.1,33.3%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.8,5.7%
2.188,1,49.6,26.7%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.6,5.7%
2.266,1,48.7,31.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7447.7,5.7%
2.343,1,49.6,35.3%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.0,5.7%
2.420,1,49.6,27.6%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.5,5.7%
2.497,1,50.1,29.0%,50000,1800404352,500000992,0.9160,1.1000,1.1000,1.1000,7447.8,5.7%
2.576,1,49.6,28.1%,50000,1800457088,500000992,0.9160,1.1000,1.1000,1.1000,7448.0,5.7%
